2026-08-05 12:08:44 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-05 12:08:45 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-05 12:08:45 | INFO     | emads.model_selection_agent | Wilcoxon p=0.8125 between 'RandomForest' and 'LogisticRegression' — no significant difference, escalating to LLM.
2026-08-05 12:08:45 | INFO     | emads.model_selection_agent | LLM arbitration recommended 'LogisticRegression' over the tie-break default — switching selection.
2026-08-05 12:08:45 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-05 12:08:45 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-05 12:08:45 | INFO     | emads.model_selection_agent | Wilcoxon p=0.8125 between 'RandomForest' and 'LogisticRegression' — no significant difference, escalating to LLM.
2026-08-05 12:08:45 | WARNING  | emads.model_selection_agent | LLM arbitration response did not clearly recommend either model; keeping 'RandomForest'.
2026-08-05 12:08:45 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-05 12:08:46 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-05 12:08:46 | INFO     | emads.model_selection_agent | Wilcoxon p=0.8125 between 'RandomForest' and 'LogisticRegression' — no significant difference, escalating to LLM.
2026-08-05 12:08:46 | WARNING  | emads.model_selection_agent | LLM arbitration response did not clearly recommend either model; keeping 'RandomForest'.
2026-08-05 12:08:46 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-05 12:08:46 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-05 12:08:46 | INFO     | emads.model_selection_agent | execute() started
2026-08-05 12:08:46 | DEBUG    | emads.model_selection_agent | Loading preprocessed data from: C:\Users\ThinkPad\AppData\Local\Temp\tmpmzb_hrp5\preprocessed.csv
2026-08-05 12:08:46 | INFO     | emads.model_selection_agent | CV result — model=LightGBM score=0.2780±0.0271 metric=accuracy
2026-08-05 12:08:46 | INFO     | emads.model_selection_agent | CV result — model=LogisticRegression score=0.2500±0.0141 metric=accuracy
2026-08-05 12:08:46 | INFO     | emads.model_selection_agent | Wilcoxon p=0.3125 between 'LightGBM' and 'LogisticRegression' — no significant difference, escalating to LLM.
2026-08-05 12:08:46 | INFO     | emads.model_selection_agent | LLM arbitration recommended 'LogisticRegression' over the tie-break default — switching selection.
2026-08-05 12:08:46 | INFO     | emads.model_selection_agent | Model selection complete: selected_model=LogisticRegression score=0.2500
