2026-08-05 10:13:52 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-05 10:13:53 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-05 10:13:53 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-05 10:13:53 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-05 10:13:53 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-05 10:13:53 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-05 10:13:53 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-05 10:13:54 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-05 10:13:54 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-05 10:13:54 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-05 10:13:54 | INFO     | emads.data_understanding_agent | >>> START agent=data_understanding_agent
2026-08-05 10:13:54 | INFO     | emads.data_understanding_agent | execute() started
2026-08-05 10:13:54 | DEBUG    | emads.data_understanding_agent | Loading dataset from: data/uploads/messy_loans.csv
2026-08-05 10:13:54 | DEBUG    | emads.data_understanding_agent | Dataset loaded — shape: (615, 9)
2026-08-05 10:13:54 | INFO     | emads.data_understanding_agent | execute() complete — rows=615 cols=9 target='loan_approved' problem_type='classification' quality_issues=5
2026-08-05 10:13:54 | INFO     | emads.data_understanding_agent | <<< END   agent=data_understanding_agent  status=OK
2026-08-05 10:13:54 | INFO     | emads.eda_agent | >>> START agent=eda_agent
2026-08-05 10:13:54 | INFO     | emads.eda_agent | execute() started
2026-08-05 10:13:54 | DEBUG    | emads.eda_agent | Reading dataset from: data/uploads/messy_loans.csv
2026-08-05 10:13:55 | INFO     | emads.eda_agent | Calling LLM for EDA summary (model=llama-3.1-8b-instant)
2026-08-05 10:13:55 | INFO     | emads.llm | LLM request start: model=llama-3.1-8b-instant attempt=1 system_chars=328 user_chars=2362
2026-08-05 10:13:56 | INFO     | emads.llm | LLM response received: model=llama-3.1-8b-instant chars=1683
2026-08-05 10:13:56 | INFO     | emads.eda_agent | LLM EDA summary received (chars=1683, starts_with="Here's a concise summary of the dataset based on the provided schema statistics:")
2026-08-05 10:13:56 | INFO     | emads.eda_agent | execute() complete — plots=7 outlier_cols=2
2026-08-05 10:13:56 | INFO     | emads.eda_agent | <<< END   agent=eda_agent  status=OK
2026-08-05 10:13:56 | INFO     | emads.preprocessing_agent | >>> START agent=preprocessing_agent
2026-08-05 10:13:56 | INFO     | emads.preprocessing_agent | execute() started
2026-08-05 10:13:56 | DEBUG    | emads.preprocessing_agent | Loading dataset from: data/uploads/messy_loans.csv
2026-08-05 10:13:56 | INFO     | emads.preprocessing_agent | execute() complete — final_shape=(605, 7) dropped=4 imputed=2 encoded=1 scaling=StandardScaler
2026-08-05 10:13:56 | DEBUG    | emads.preprocessing_agent | Cleaned dataset saved to: data\outputs\clean_dataset.csv
2026-08-05 10:13:56 | INFO     | emads.preprocessing_agent | <<< END   agent=preprocessing_agent  status=OK
2026-08-05 10:13:56 | INFO     | emads.model_selection_agent | >>> START agent=model_selection_agent
2026-08-05 10:13:56 | INFO     | emads.model_selection_agent | execute() started
2026-08-05 10:13:56 | DEBUG    | emads.model_selection_agent | Loading preprocessed data from: data\outputs\clean_dataset.csv
2026-08-05 10:14:05 | INFO     | emads.model_selection_agent | CV result — model=LogisticRegression score=0.6489±0.0419 metric=accuracy
2026-08-05 10:14:10 | INFO     | emads.model_selection_agent | CV result — model=DecisionTree score=0.5392±0.0298 metric=accuracy
2026-08-05 10:14:11 | INFO     | emads.model_selection_agent | CV result — model=RandomForest score=0.6304±0.0692 metric=accuracy
2026-08-05 10:14:11 | INFO     | emads.model_selection_agent | CV result — model=XGBoost score=0.6076±0.0627 metric=accuracy
