2026-08-06 13:20:59 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-06 13:20:59 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-06 13:20:59 | INFO     | emads.explainability_agent | execute() started
2026-08-06 13:20:59 | DEBUG    | emads.explainability_agent | Loading data from C:\Users\ThinkPad\AppData\Local\Temp\tmpgmq2gduv\preprocessed.csv and model from C:\Users\ThinkPad\AppData\Local\Temp\tmpgmq2gduv\model.pkl
2026-08-06 13:20:59 | INFO     | emads.explainability_agent | Skipping SHAP/native feature importance — problem_type='clustering' is unsupervised.
2026-08-06 13:20:59 | INFO     | emads.explainability_agent | Calling LLM for explainability summary (model=llama-3.1-8b-instant)
2026-08-06 13:20:59 | INFO     | emads.explainability_agent | LLM explainability response received (chars=16, starts_with='fallback summary')
2026-08-06 13:20:59 | INFO     | emads.explainability_agent | execute() complete — top_feature=unknown shap_plots=0
2026-08-06 13:20:59 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-06 13:21:00 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-06 13:21:00 | INFO     | emads.explainability_agent | execute() started
2026-08-06 13:21:00 | DEBUG    | emads.explainability_agent | Loading data from C:\Users\ThinkPad\AppData\Local\Temp\tmpqos9s8wr\preprocessed.csv and model from C:\Users\ThinkPad\AppData\Local\Temp\tmpqos9s8wr\model.pkl
2026-08-06 13:21:00 | INFO     | emads.explainability_agent | Skipping SHAP/native feature importance — problem_type='anomaly_detection' is unsupervised.
2026-08-06 13:21:00 | INFO     | emads.explainability_agent | Calling LLM for explainability summary (model=llama-3.1-8b-instant)
2026-08-06 13:21:00 | INFO     | emads.explainability_agent | LLM explainability response received (chars=16, starts_with='fallback summary')
2026-08-06 13:21:00 | INFO     | emads.explainability_agent | execute() complete — top_feature=unknown shap_plots=0
2026-08-06 13:21:02 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-06 13:21:02 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-06 13:21:02 | INFO     | emads.explainability_agent | execute() started
2026-08-06 13:21:02 | DEBUG    | emads.explainability_agent | Loading data from C:\Users\ThinkPad\AppData\Local\Temp\tmpuikirzl2\preprocessed.csv and model from C:\Users\ThinkPad\AppData\Local\Temp\tmpuikirzl2\model.pkl
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | Skipping SHAP/native feature importance — problem_type='clustering' is unsupervised.
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | Calling LLM for explainability summary (model=llama-3.1-8b-instant)
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | LLM explainability response received (chars=16, starts_with='fallback summary')
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | execute() complete — top_feature=unknown shap_plots=0
2026-08-06 13:21:03 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-06 13:21:03 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | execute() started
2026-08-06 13:21:03 | DEBUG    | emads.explainability_agent | Loading data from C:\Users\ThinkPad\AppData\Local\Temp\tmp2bt63vnt\preprocessed.csv and model from C:\Users\ThinkPad\AppData\Local\Temp\tmp2bt63vnt\model.pkl
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | Skipping SHAP/native feature importance — problem_type='anomaly_detection' is unsupervised.
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | Calling LLM for explainability summary (model=llama-3.1-8b-instant)
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | LLM explainability response received (chars=16, starts_with='fallback summary')
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | execute() complete — top_feature=unknown shap_plots=0
2026-08-06 13:21:03 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-06 13:21:03 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | execute() started
2026-08-06 13:21:03 | DEBUG    | emads.explainability_agent | Loading data from C:\Users\ThinkPad\AppData\Local\Temp\tmpxf3dsjei\preprocessed.csv and model from C:\Users\ThinkPad\AppData\Local\Temp\tmpxf3dsjei\model.pkl
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | Skipping SHAP/native feature importance — problem_type='clustering' is unsupervised.
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | Calling LLM for explainability summary (model=llama-3.1-8b-instant)
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | LLM explainability response received (chars=16, starts_with='fallback summary')
2026-08-06 13:21:03 | INFO     | emads.explainability_agent | execute() complete — top_feature=unknown shap_plots=0
2026-08-06 13:21:03 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-06 13:21:04 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-06 13:21:04 | INFO     | emads.model_selection_agent | Wilcoxon p=0.8125 between 'RandomForest' and 'LogisticRegression' — no significant difference, escalating to LLM.
2026-08-06 13:21:04 | INFO     | emads.model_selection_agent | LLM arbitration recommended 'LogisticRegression' over the tie-break default — switching selection.
2026-08-06 13:21:04 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-06 13:21:04 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-06 13:21:04 | INFO     | emads.model_selection_agent | Wilcoxon p=0.8125 between 'RandomForest' and 'LogisticRegression' — no significant difference, escalating to LLM.
2026-08-06 13:21:04 | WARNING  | emads.model_selection_agent | LLM arbitration response did not clearly recommend either model; keeping 'RandomForest'.
2026-08-06 13:21:04 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-06 13:21:04 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-06 13:21:04 | INFO     | emads.model_selection_agent | Wilcoxon p=0.8125 between 'RandomForest' and 'LogisticRegression' — no significant difference, escalating to LLM.
2026-08-06 13:21:04 | WARNING  | emads.model_selection_agent | LLM arbitration response did not clearly recommend either model; keeping 'RandomForest'.
2026-08-06 13:21:04 | INFO     | emads.llm | LLMService init: model=llama-3.1-8b-instant api_key_present=True api_key_source=LLM_API_KEY
2026-08-06 13:21:05 | INFO     | emads.llm | Groq client initialized successfully.
2026-08-06 13:21:05 | INFO     | emads.model_selection_agent | execute() started
2026-08-06 13:21:05 | DEBUG    | emads.model_selection_agent | Loading preprocessed data from: C:\Users\ThinkPad\AppData\Local\Temp\tmpfrizoca7\preprocessed.csv
2026-08-06 13:21:05 | INFO     | emads.model_selection_agent | CV result — model=LightGBM score=0.2780±0.0271 metric=accuracy
